segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
8d846068,4a989067,weld,141,80.1576,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,142,81.8243,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,143,83.4909,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,144,85.1576,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,145,86.8243,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,146,88.4909,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,147,90.1576,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,148,91.8243,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,149,93.4909,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,150,95.1576,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,151,96.8243,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,152,98.4909,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,153,100.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,154,101.824,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,155,103.491,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,156,105.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,157,106.824,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,158,108.491,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,159,110.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,160,111.824,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,161,113.491,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,162,115.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,163,116.824,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,164,118.491,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,165,120.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,166,121.824,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,167,123.491,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,168,125.158,66.5,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,169,126.279,66.8877,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,170,126.844,67.6717,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,171,127.41,68.4557,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,172,127.975,69.2397,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,173,128.54,70.0237,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,174,129.105,70.8076,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,175,129.67,71.5916,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,176,130.235,72.3756,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,177,130.8,73.1596,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,178,131.365,73.9436,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,179,131.93,74.7275,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,180,132.495,75.5115,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,181,133.06,76.2955,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,182,133.625,77.0795,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,183,134.19,77.8635,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,184,134.755,78.6475,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,185,135.32,79.4314,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,186,135.885,80.2154,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,187,136.45,80.9994,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,188,137.015,81.7834,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,189,137.58,82.5674,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,190,138.145,83.3514,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,191,138.71,84.1353,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,192,139.275,84.9193,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,193,140.828,85.0123,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,194,142.495,85.0259,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,195,144.161,85.0396,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,196,145.828,85.0532,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,197,147.494,85.0669,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,198,149.161,85.0806,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,199,150.827,85.0942,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,200,152.493,85.1079,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,201,154.16,85.1215,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,202,155.826,85.1352,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,203,157.493,85.1488,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,204,159.159,85.1625,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,205,159.254,84.625,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,206,158.661,83.8463,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,207,158.068,83.0675,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,208,157.475,82.2887,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,209,156.882,81.5099,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,210,156.289,80.7311,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,211,155.696,79.9523,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,212,155.103,79.1735,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,213,154.51,78.3947,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,214,153.917,77.6159,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,215,153.324,76.8371,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,216,152.731,76.0583,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,217,152.138,75.2795,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,218,151.545,74.5007,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,219,150.952,73.7219,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,220,150.359,72.9431,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,221,149.766,72.1643,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,222,149.173,71.3855,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,223,148.58,70.6067,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,224,147.987,69.8279,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,225,147.394,69.0491,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,226,146.801,68.2703,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,227,146.208,67.4915,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,228,145.615,66.7127,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,229,145.022,65.9339,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,230,144.429,65.1551,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,231,143.836,64.3763,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,232,143.242,63.5975,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,233,142.649,62.8188,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,234,142.056,62.04,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,235,141.463,61.2612,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,236,140.87,60.4824,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,237,140.277,59.7036,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,238,139.684,58.9248,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,239,139.091,58.146,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,240,138.498,57.3672,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,241,137.905,56.5884,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,242,137.312,55.8096,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,243,136.719,55.0308,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,244,136.126,54.252,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,245,135.533,53.4732,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,246,134.94,52.6944,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,247,134.347,51.9156,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,248,133.754,51.1368,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,249,133.161,50.358,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,250,132.568,49.5792,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,251,131.975,48.8004,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,252,131.382,48.0216,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,253,130.789,47.2428,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,254,130.196,46.464,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,255,129.603,45.6852,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,256,129.01,44.9064,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,257,128.417,44.1276,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,258,127.824,43.3488,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,259,127.231,42.57,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,260,126.638,41.7912,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,261,126.045,41.0125,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,262,125.452,40.2337,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,263,124.859,39.4549,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,264,124.266,38.6761,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,265,123.673,37.8973,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,266,123.08,37.1185,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,267,122.486,36.3397,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,268,121.893,35.5609,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,269,121.3,34.7821,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,270,120.707,34.0033,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,271,120.114,33.2245,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,272,119.521,32.4457,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,273,118.928,31.6669,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,274,118.335,30.8881,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,275,117.742,30.1093,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,276,117.149,29.3305,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,277,116.556,28.5517,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,278,115.963,27.7729,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,279,115.37,26.9941,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,280,114.777,26.2153,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,281,114.184,25.4365,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,282,113.591,24.6577,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,283,112.998,23.8789,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,284,112.405,23.1001,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,285,111.812,22.3213,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,286,111.219,21.5425,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,287,110.626,20.7637,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,288,110.033,19.985,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,289,109.44,19.2062,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,290,108.847,18.4274,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,291,108.254,17.6486,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,292,107.661,16.8698,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,293,107.068,16.091,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,294,106.475,15.3122,105,-180,0,-135,30,1,24,150,weld
8d846068,4a989067,weld,295,105.882,14.5334,105,-180,0,-135,30,1,24,150,weld
