segment_id,stroke_id,segment_type,point_index,x,y,z,rx,ry,rz,speed_mm_s,arc_enabled,voltage,current,tag
4f750fa3,ed8b2efe,travel,0,44.6467,18.1667,115,-180,0,-135,80,0,0,0,travel
4f750fa3,ed8b2efe,travel,1,44.6467,18.1667,115,-180,0,-135,80,0,0,0,travel
d2f7d96e,ed8b2efe,lead_in,0,44.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,1,44.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,2,43.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,3,43.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,4,42.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,5,42.1467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
d2f7d96e,ed8b2efe,lead_in,6,41.6467,18.1667,105,-180,0,-135,30,1,24,150,lead_in
49ed3c36,ed8b2efe,weld,0,44.6467,18.1667,105,-180,0,-135,30,1,24,150,weld
49ed3c36,ed8b2efe,weld,1,60.6867,18.1667,105,-180,0,-135,30,1,24,150,weld
a465d5cd,ed8b2efe,lead_out,0,60.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,1,61.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,2,61.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,3,62.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,4,62.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,5,63.1867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
a465d5cd,ed8b2efe,lead_out,6,63.6867,18.1667,105,-180,0,-135,30,1,24,150,lead_out
0c60b48e,ed8b2efe,retreat,0,60.6867,18.1667,115,-180,0,-135,80,0,0,0,retreat
0c60b48e,ed8b2efe,retreat,1,60.6867,18.1667,115,-180,0,-135,80,0,0,0,retreat
bd70acb7,511fa922,travel,0,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
bd70acb7,511fa922,travel,1,52.6667,38.3333,115,-180,0,-135,80,0,0,0,travel
8b6a2883,511fa922,lead_in,0,52.6667,38.3333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,1,52.6667,37.8333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,2,52.6667,37.3333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,3,52.6667,36.8333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,4,52.6667,36.3333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,5,52.6667,35.8333,105,-180,0,-135,30,1,24,150,lead_in
8b6a2883,511fa922,lead_in,6,52.6667,35.3333,105,-180,0,-135,30,1,24,150,lead_in
b9f48e14,511fa922,weld,0,52.6667,38.3333,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,1,52.6667,39.7121,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,2,52.6667,41.0909,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,3,52.6667,42.4697,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,4,52.6667,43.8485,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,5,52.6667,45.2273,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,6,52.6667,46.6061,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,7,52.6667,47.9848,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,8,52.6667,49.3636,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,9,52.6667,50.7424,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,10,52.6667,52.1212,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,11,52.6667,53.5,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,12,52.6667,54.8788,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,13,52.6667,56.2576,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,14,52.6667,57.6364,105,-180,0,-135,30,1,24,150,weld
b9f48e14,511fa922,weld,15,52.6667,59.0152,105,-180,0,-135,30,1,24,150,weld
